9223
20180407043056,10.0.0.1,60995,10.0.0.2,5001,3,0.0-1.0,1703936,13631488
20180407043057,10.0.0.1,60995,10.0.0.2,5001,3,1.0-2.0,1310720,10485760
20180407043058,10.0.0.1,60995,10.0.0.2,5001,3,2.0-3.0,1441792,11534336
20180407043059,10.0.0.1,60995,10.0.0.2,5001,3,3.0-4.0,1441792,11534336
20180407043100,10.0.0.1,60995,10.0.0.2,5001,3,4.0-5.0,1441792,11534336
20180407043101,10.0.0.1,60995,10.0.0.2,5001,3,5.0-6.0,1048576,8388608
20180407043102,10.0.0.1,60995,10.0.0.2,5001,3,6.0-7.0,1966080,15728640
20180407043103,10.0.0.1,60995,10.0.0.2,5001,3,7.0-8.0,1441792,11534336
20180407043104,10.0.0.1,60995,10.0.0.2,5001,3,8.0-9.0,786432,6291456
20180407043105,10.0.0.1,60995,10.0.0.2,5001,3,9.0-10.0,1703936,13631488
20180407043106,10.0.0.1,60995,10.0.0.2,5001,3,10.0-11.0,917504,7340032
20180407043108,10.0.0.1,60995,10.0.0.2,5001,3,11.0-12.0,1835008,14680064
20180407043108,10.0.0.1,60995,10.0.0.2,5001,3,12.0-13.0,917504,7340032
20180407043109,10.0.0.1,60995,10.0.0.2,5001,3,13.0-14.0,786432,6291456
20180407043111,10.0.0.1,60995,10.0.0.2,5001,3,14.0-15.0,1835008,14680064
20180407043111,10.0.0.1,60995,10.0.0.2,5001,3,15.0-16.0,917504,7340032
20180407043112,10.0.0.1,60995,10.0.0.2,5001,3,16.0-17.0,917504,7340032
20180407043114,10.0.0.1,60995,10.0.0.2,5001,3,17.0-18.0,1835008,14680064
20180407043114,10.0.0.1,60995,10.0.0.2,5001,3,18.0-19.0,917504,7340032
20180407043115,10.0.0.1,60995,10.0.0.2,5001,3,19.0-20.0,917504,7340032
20180407043116,10.0.0.1,60995,10.0.0.2,5001,3,20.0-21.0,917504,7340032
20180407043117,10.0.0.1,60995,10.0.0.2,5001,3,21.0-22.0,1835008,14680064
20180407043118,10.0.0.1,60995,10.0.0.2,5001,3,22.0-23.0,786432,6291456
20180407043119,10.0.0.1,60995,10.0.0.2,5001,3,23.0-24.0,917504,7340032
20180407043121,10.0.0.1,60995,10.0.0.2,5001,3,24.0-25.0,1835008,14680064
20180407043121,10.0.0.1,60995,10.0.0.2,5001,3,25.0-26.0,917504,7340032
20180407043122,10.0.0.1,60995,10.0.0.2,5001,3,26.0-27.0,917504,7340032
20180407043124,10.0.0.1,60995,10.0.0.2,5001,3,27.0-28.0,1835008,14680064
20180407043124,10.0.0.1,60995,10.0.0.2,5001,3,28.0-29.0,917504,7340032
20180407043125,10.0.0.1,60995,10.0.0.2,5001,3,29.0-30.0,917504,7340032
20180407043125,10.0.0.1,60995,10.0.0.2,5001,3,0.0-30.2,38010880,10081290
