15354
20180407043644,10.0.0.3,50431,10.0.0.6,5001,3,0.0-1.0,524288,4194304
20180407043645,10.0.0.3,50431,10.0.0.6,5001,3,1.0-2.0,262144,2097152
20180407043647,10.0.0.3,50431,10.0.0.6,5001,3,2.0-3.0,393216,3145728
20180407043647,10.0.0.3,50431,10.0.0.6,5001,3,3.0-4.0,131072,1048576
20180407043648,10.0.0.3,50431,10.0.0.6,5001,3,4.0-5.0,262144,2097152
20180407043649,10.0.0.3,50431,10.0.0.6,5001,3,5.0-6.0,393216,3145728
20180407043651,10.0.0.3,50431,10.0.0.6,5001,3,6.0-7.0,262144,2097152
20180407043651,10.0.0.3,50431,10.0.0.6,5001,3,7.0-8.0,131072,1048576
20180407043653,10.0.0.3,50431,10.0.0.6,5001,3,8.0-9.0,262144,2097152
20180407043653,10.0.0.3,50431,10.0.0.6,5001,3,9.0-10.0,131072,1048576
20180407043654,10.0.0.3,50431,10.0.0.6,5001,3,10.0-11.0,262144,2097152
20180407043656,10.0.0.3,50431,10.0.0.6,5001,3,11.0-12.0,262144,2097152
20180407043656,10.0.0.3,50431,10.0.0.6,5001,3,12.0-13.0,131072,1048576
20180407043658,10.0.0.3,50431,10.0.0.6,5001,3,13.0-14.0,262144,2097152
20180407043658,10.0.0.3,50431,10.0.0.6,5001,3,14.0-15.0,131072,1048576
20180407043700,10.0.0.3,50431,10.0.0.6,5001,3,15.0-16.0,262144,2097152
20180407043700,10.0.0.3,50431,10.0.0.6,5001,3,16.0-17.0,0,0
20180407043701,10.0.0.3,50431,10.0.0.6,5001,3,17.0-18.0,393216,3145728
20180407043702,10.0.0.3,50431,10.0.0.6,5001,3,18.0-19.0,262144,2097152
20180407043703,10.0.0.3,50431,10.0.0.6,5001,3,19.0-20.0,393216,3145728
20180407043705,10.0.0.3,50431,10.0.0.6,5001,3,20.0-21.0,262144,2097152
20180407043705,10.0.0.3,50431,10.0.0.6,5001,3,21.0-22.0,131072,1048576
20180407043707,10.0.0.3,50431,10.0.0.6,5001,3,22.0-23.0,524288,4194304
20180407043707,10.0.0.3,50431,10.0.0.6,5001,3,23.0-24.0,131072,1048576
20180407043708,10.0.0.3,50431,10.0.0.6,5001,3,24.0-25.0,262144,2097152
20180407043709,10.0.0.3,50431,10.0.0.6,5001,3,25.0-26.0,393216,3145728
20180407043710,10.0.0.3,50431,10.0.0.6,5001,3,26.0-27.0,262144,2097152
20180407043711,10.0.0.3,50431,10.0.0.6,5001,3,27.0-28.0,393216,3145728
20180407043712,10.0.0.3,50431,10.0.0.6,5001,3,28.0-29.0,262144,2097152
20180407043713,10.0.0.3,50431,10.0.0.6,5001,3,29.0-30.0,262144,2097152
20180407043713,10.0.0.3,50431,10.0.0.6,5001,3,0.0-30.4,8126464,2135705
