8792
20180407042921,10.0.0.1,60952,10.0.0.2,5001,3,0.0-1.0,1703936,13631488
20180407042922,10.0.0.1,60952,10.0.0.2,5001,3,1.0-2.0,1310720,10485760
20180407042923,10.0.0.1,60952,10.0.0.2,5001,3,2.0-3.0,1441792,11534336
20180407042924,10.0.0.1,60952,10.0.0.2,5001,3,3.0-4.0,1441792,11534336
20180407042925,10.0.0.1,60952,10.0.0.2,5001,3,4.0-5.0,1441792,11534336
20180407042926,10.0.0.1,60952,10.0.0.2,5001,3,5.0-6.0,1048576,8388608
20180407042927,10.0.0.1,60952,10.0.0.2,5001,3,6.0-7.0,1966080,15728640
20180407042928,10.0.0.1,60952,10.0.0.2,5001,3,7.0-8.0,1441792,11534336
20180407042929,10.0.0.1,60952,10.0.0.2,5001,3,8.0-9.0,786432,6291456
20180407042930,10.0.0.1,60952,10.0.0.2,5001,3,9.0-10.0,1703936,13631488
20180407042931,10.0.0.1,60952,10.0.0.2,5001,3,10.0-11.0,917504,7340032
20180407042932,10.0.0.1,60952,10.0.0.2,5001,3,11.0-12.0,1835008,14680064
20180407042933,10.0.0.1,60952,10.0.0.2,5001,3,12.0-13.0,917504,7340032
20180407042934,10.0.0.1,60952,10.0.0.2,5001,3,13.0-14.0,786432,6291456
20180407042935,10.0.0.1,60952,10.0.0.2,5001,3,14.0-15.0,1835008,14680064
20180407042936,10.0.0.1,60952,10.0.0.2,5001,3,15.0-16.0,917504,7340032
20180407042937,10.0.0.1,60952,10.0.0.2,5001,3,16.0-17.0,917504,7340032
20180407042938,10.0.0.1,60952,10.0.0.2,5001,3,17.0-18.0,1835008,14680064
20180407042939,10.0.0.1,60952,10.0.0.2,5001,3,18.0-19.0,917504,7340032
20180407042940,10.0.0.1,60952,10.0.0.2,5001,3,19.0-20.0,917504,7340032
20180407042941,10.0.0.1,60952,10.0.0.2,5001,3,20.0-21.0,1703936,13631488
20180407042942,10.0.0.1,60952,10.0.0.2,5001,3,21.0-22.0,917504,7340032
20180407042943,10.0.0.1,60952,10.0.0.2,5001,3,22.0-23.0,917504,7340032
20180407042944,10.0.0.1,60952,10.0.0.2,5001,3,23.0-24.0,917504,7340032
20180407042945,10.0.0.1,60952,10.0.0.2,5001,3,24.0-25.0,1835008,14680064
20180407042946,10.0.0.1,60952,10.0.0.2,5001,3,25.0-26.0,917504,7340032
20180407042947,10.0.0.1,60952,10.0.0.2,5001,3,26.0-27.0,917504,7340032
20180407042948,10.0.0.1,60952,10.0.0.2,5001,3,27.0-28.0,1703936,13631488
20180407042949,10.0.0.1,60952,10.0.0.2,5001,3,28.0-29.0,917504,7340032
20180407042950,10.0.0.1,60952,10.0.0.2,5001,3,29.0-30.0,917504,7340032
20180407042950,10.0.0.1,60952,10.0.0.2,5001,3,0.0-30.1,37879808,10051047
